# Pathway HUMAnN v4.0.0.alpha.1	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	0	0	18.7253465081	0	9.6794460205	0	0	0	0	0	0	0	70.5075377671	0	0	0	0	8.8702836534	0	0	0	0	0	0	0	0	14.0137389598	0	0	0	0	0	0	0	0	0	0	9.6643055478	0	14.9314669000
PWY-6857: retinol biosynthesis	0	0	25.9059073319	119.1062919655	45.6910946880	93.0988102939	0	27.3409989319	21.8433092797	0	63.7801946304	0	0	0	0	0	99.9497169147	25.8520030704	34.8725936130	0	0	47.8761862958	0	18.5613784171	0	0	64.6356761758	14.8522915405	117.1973998536	0	0	128.7024150499	0	0	0	0	0	59.8106191480	0	0
PWY-6859: all-trans-farnesol biosynthesis	4343.2717726749	12704.9532466757	4562.8550433570	6544.5175307562	2969.7418721537	14041.5419318322	2506.9004105296	2511.0265716951	4360.2932693279	2826.6628255995	5141.9904742366	2564.5680484404	4985.3448792256	1819.2990494699	4998.3633910578	3198.6538771475	7965.9408008741	2624.4396554875	4308.1643197533	4772.4423105939	1102.7561751148	3182.4910923276	2567.5940654882	4370.2761715766	2852.3045971294	7079.3028277075	5737.3872437626	11496.2571739280	3092.7808413866	6939.3507100543	4697.1409879309	5454.8564373090	3170.6286741419	4974.0314607954	1118.0355730598	5187.6049175616	8652.5889103810	9237.6043086464	12969.5537967214	12526.4863877773
PWY-6863: pyruvate fermentation to hexanol (engineered)	3171.5351649011	3726.6473929413	3784.9693742542	5732.7660179199	1845.1056490895	3902.6583267826	3286.9067865044	1972.1140434389	2088.5378576330	3611.5947195640	1645.7684730759	1166.9513249058	179.7806227918	2703.5183513716	3803.7728550336	4809.1493323107	3882.9995817391	1830.1700863543	1964.5766198247	1247.3749378017	3355.8302521051	4993.6969573061	2496.5683304374	1649.8194184394	2049.3170605629	1677.7009774573	3107.0658495663	2718.5733695758	3160.4185940563	2794.0829140436	3094.6659111281	2038.4868591870	1130.6556211760	1481.3369735702	3594.3091868477	1862.8582784349	5416.5332941456	2949.0672297649	1824.7748610851	5724.1066950799
PWY-6876: isopropanol biosynthesis (engineered)	0	46.4604864944	0	13.2518422363	0	13.3926122351	0	12.5601039494	0	0	10.3713904871	48.6799532226	27.3530981731	0	13.2101846986	0	21.8045386582	0	0	41.1262521989	10.0167371948	0	0	0	28.0580760502	14.7974198421	0	42.3278098839	36.3958507602	9.0109908018	0	0	0	0	0	0	11.3660154781	0	23.4788475864	16.8181035339
PWY-6883: pyruvate fermentation to butanol II (engineered)	3424.7715660401	4098.2197750295	3996.6771750147	6166.3217822126	2043.3434067073	4274.9182007061	3157.5708607297	2175.8540296520	2294.1045330180	3457.2542093470	1830.7952748447	1314.6092746662	205.3266712606	2982.0042110466	3912.7459721086	5185.0279667674	4195.4698829901	1961.5717271701	2084.1788063317	1403.1168627289	3642.3268253393	4754.4147434057	2646.1435180972	1799.3854592688	2310.7940518522	1864.7969225748	3296.3494806463	3028.6809016333	3283.9388443066	2927.6787853690	3231.4360925589	2145.2899335060	1261.9108278590	1640.4133233818	3751.7857113320	2022.1318049709	5804.9030014076	3278.9514759723	2058.2111698862	6296.1791025180
PWY-6891: thiazole component of thiamine diphosphate biosynthesis II	0	9718.2287114820	0	0	0	11412.7976380296	0	6406.6143881393	0	0	4820.4957476678	0	0	0	7318.2034026546	0	0	0	0	0	0	0	9472.8212351240	0	4374.2957017628	5327.6466723721	0	0	0	9572.4777954939	0	0	0	7496.8359224882	11993.4059925176	0	14224.0930101276	13179.6759671508	8923.2362488658	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	27756.7493543773	34742.6025689681	28054.8257425355	41165.1752976463	16508.4663024328	37275.0641447536	25567.8581615876	15845.4724874277	20443.3435664346	21396.0471626917	19766.2222629336	11031.2413986990	25230.0052258815	23156.9844690202	21192.4570307378	29912.1576587452	31455.0030890254	24019.5095343577	18263.7012059660	15906.2012251697	28173.5793279834	33969.8383160891	20124.2019955487	18165.8120668302	16764.3031365504	20838.1265799102	18157.9499992114	32172.7285067518	21093.4754751462	18909.7637711045	19689.5013355128	16523.5438529653	14820.1585257716	19768.2025061314	17997.9920960909	19377.5230399254	34821.7933535291	38872.2735325756	36667.0193626537	39402.8954738159
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	14025.6081415964	19992.4841036471	7191.3967597340	14612.0477011732	10267.4593962495	20585.8561000070	4191.6987103548	4621.7583780316	8089.2395504112	2611.6744195650	9895.4443721319	3930.1120172927	16618.7439676014	1846.4599919385	5149.3189653895	1614.1224765137	14218.6363503996	5879.5811289019	5917.0427084363	11263.3963590143	1517.7349168004	4662.8339822702	11634.5336432529	8762.4834136173	5939.0455630210	10677.2634291759	11024.4274631776	19274.2046362091	4631.9214967231	6624.0308706861	966.7094611247	7063.2602827314	8938.1388394265	8785.0822627913	2681.6061117585	7897.7279814474	9431.2090509305	22415.4900592282	20667.8975894763	15575.6975502037
PWY-6897: thiamine diphosphate salvage II	29206.4573223946	35092.3769696095	52908.4990525016	46894.0404817597	17809.2741430692	34624.7268969578	24632.0573389044	21027.5257013556	19076.5873337660	25406.9159389269	18172.8258835750	13589.5342972606	23365.9403587867	23659.0255508175	23954.6093724723	32090.9923447542	29563.2603663056	21590.7117111793	19641.7404671541	16409.0756329195	28941.2509297539	20569.4280616621	21232.2254154960	21696.9486849476	13812.9179159934	16329.0639014180	17946.6257515440	34760.6782158276	20840.4180491732	18497.3090280579	29512.8208814362	20232.0219647904	16786.2609303987	21686.5995610830	23776.3434366515	20174.0634046221	35900.2160956577	36149.4385657770	34134.4379735243	41672.3783183960
PWY-6901: superpathway of glucose and xylose degradation	16298.7892928729	22608.3064823519	17161.8715822038	29653.2594969804	13603.7626827832	26193.8895272903	7898.8228399436	16550.4507761809	15643.0199172650	5395.7847940615	14571.6316902331	15817.5348376818	25946.0409781274	18983.7966852201	14117.7109989553	18115.2346623643	20571.5546437171	7907.9050106284	11797.5816192771	11196.3818559859	20801.1224216898	8873.9518559657	10900.7765621064	11470.2780405291	16869.6754579346	13466.8423448129	12612.9495404999	29070.7608845042	12968.3761703807	9194.3109791471	17049.4304574055	7420.3419628024	14574.3762274879	12661.2526989736	16410.4641246654	10330.8180936911	29483.1675464263	26202.8014867605	27513.8834995252	32720.4730089167
PWY-6906: chitin derivatives degradation	4430.9230439817	6921.5148956197	2208.8334959163	3162.0300558567	5139.3966057468	8822.2308487548	604.1214698571	697.0217552833	6129.7049285271	527.6595566347	3789.7100656886	3463.4997453398	944.7982357961	170.2616503176	785.0869762417	200.1095052531	8850.2082507288	805.6361058171	1245.6577721847	3001.8246024742	0	198.3598113519	1593.7790738781	4924.3419087613	1973.1419958609	5149.7582060617	5441.7467511868	5108.2376716832	543.4000817477	2212.7980173003	2673.8043178309	3210.3448521828	5386.9653896586	2878.8002938917	373.8982311018	345.0216005673	424.1075705372	9321.1969289468	7400.0469225163	1707.0304672654
PWY-6920: 6-gingerol analog biosynthesis (engineered)	341.7902646197	349.2293502827	610.0534043470	418.4744369807	395.3890508555	624.0817031413	159.6126418923	423.0647319005	388.6816420941	197.9368055151	290.9436351998	319.5919242944	377.2761992210	330.4145515956	12.5992751506	144.4553622433	338.3921744403	170.3377725010	137.4607145509	456.2477663483	106.6122688892	56.4443965349	77.0865529941	362.8872274119	667.9691302695	338.6627827627	339.7982704481	1073.8192199285	0	0	217.3158242591	175.3748336911	104.2739932570	198.3693772085	410.3673700126	332.0032452981	783.9832463162	527.8086152044	433.2742164522	34.1206157932
PWY-6922: L-N&delta;-acetylornithine biosynthesis	1215.8319653740	6084.2551024480	568.3013188109	2576.2639898063	2326.4133601169	9838.8848406611	296.4335854848	1123.7747247276	2476.6833967146	935.2310112310	4091.1587115602	5407.8918722922	5859.4836566107	176.0245075825	2609.2517648071	391.0063375741	5507.8229599379	657.7358359434	1377.6947256140	3479.4556886493	437.7645272716	2334.8367484931	1009.0560781070	1450.5243369154	2236.5068194848	1346.3597971599	3309.6371904529	7553.3199299825	2151.5302573989	2430.8593706765	3216.6367400115	3081.6026861373	8226.0149509961	3127.5334524340	459.3543993891	1969.6928409570	3546.0102002134	6576.8678646896	4706.9374903695	1548.4553042870
PWY-6936: seleno-amino acid biosynthesis (plants)	30273.5974128425	31434.4232698685	32011.0338162943	34159.6628753814	15296.8323433923	39470.6940119897	20935.2872216186	18227.6040932766	17645.6242976577	15252.2411414699	13853.6493968221	13738.2881582613	23491.3281974247	21211.4427689542	20134.4364848446	17608.5824622414	34214.9000026612	19060.5154927420	18028.9658770195	13865.4406014726	22707.2462520638	25827.1102037416	17569.1945962238	18279.8936859833	24089.0279875495	14243.4182367626	17291.2406641249	28825.4581552702	21981.0817437548	18421.3626768789	20390.2271571139	17282.7728408057	14052.6075092928	17241.3079906161	28930.5197125381	18870.9115062646	35266.9611402407	32334.9597525955	25356.0350758825	43104.0482146914
PWY-6942: dTDP-D-desosamine biosynthesis	19.6094046595	13.5099453429	43.1732011976	0	23.8391921686	24.3335898311	0	24.5720030697	0	0	54.6170492115	80.8962243695	0	0	0	0	38.9921974647	0	0	158.3398699025	0	0	64.9167232215	0	74.0489399321	0	0	0	0	0	0	45.1931336130	0	0	0	40.0550041606	0	0	0	0
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	217.9353154035	1291.3608488159	207.2239730065	156.0769409808	418.2206746532	2005.5940951016	0	409.8284371318	227.6027622116	228.7228435265	305.4151947202	274.3143483395	725.5771277797	49.4234273960	90.2343576153	57.2157036180	1404.2390097476	87.2685677729	293.0247807888	311.5420506971	14.0436681828	344.7684476818	402.4197870336	205.0836758061	755.1924878213	492.1053266778	147.1474839898	398.7086142129	35.0845241055	75.2980183955	33.1544191673	301.6970603279	366.1749784025	606.0509485716	27.3041050593	464.1764326333	115.4218280045	1060.6670230290	431.0250906034	148.0403638693
PWY-6957: mandelate degradation to acetyl-CoA	24.1215727229	0	25.2263736737	70.4449274857	0	456.3714862887	0	0	0	0	0	22.6837460148	0	0	0	0	0	0	0	0	0	0	0	67.1475624400	0	0	0	0	25.0498360770	0	0	0	0	0	0	0	0	69.4976393144	29.7376856357	0
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	905.3253972905	172.0154616707	782.7651241906	2161.0575922076	2544.6807813664	2425.5478005778	18.1359281385	963.7665622833	337.6839276206	301.6326497719	598.2998260729	332.3822456006	12912.3564226653	111.1817430743	637.4399545869	397.0960034676	599.1305697628	434.8640983355	81.5762907302	273.8358535643	488.1492078401	2470.3008674244	687.3959652743	499.3395621857	1020.4981569632	362.8559601358	530.1150494959	2483.0394716190	2478.0497925418	0	34.6083105753	18.3314320214	328.6087086411	191.8286479639	805.8706287438	121.5515189535	4800.1355691104	1836.3677239516	1296.5550974877	1287.3458258052
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	13400.6405689083	18941.0443195514	12478.2804928398	26690.2603658714	10540.8834430715	20362.9830544631	8452.6462029745	10633.0086544325	13055.0327181921	3908.5238324025	11967.9739249286	12012.2857297755	28939.1746377909	8013.4056684657	9359.6435681397	17142.9074265702	14476.3617619107	6295.8307351748	7800.2085475442	11266.1264409627	9023.7231696209	7120.6766967628	13528.6289121293	9203.4874298708	11608.8928302725	12178.1554534097	8715.1665527185	21892.5358569444	8836.9953475226	6527.4383952695	11738.2779862191	5350.2533068639	11144.6186072099	9350.8932676683	9680.3711062921	6901.1429400162	22292.6539889487	21311.3365494524	24929.2173892328	17715.5206768648
PWY-6981: chitin biosynthesis	160.3944729600	285.6665665444	0	194.2218657776	0	560.9791691302	47.9437209173	0	34.5941311000	21.8054245503	141.7450316279	359.6929625682	53.7475365139	0	130.9033152714	0	29.8381088865	47.2606117159	79.5804254697	0	0	0	0	54.2160896240	66.6518557767	32.3055138029	135.0577580046	36.3906186401	43.9763201308	0	0	101.8204147496	129.3326209226	23.8116242734	47.1769230914	0	116.8273194316	37.6421764135	29.4447896211	118.2974913762
PWY-6992: 1,5-anhydrofructose degradation	2581.1098036477	1194.6595053833	2309.8993470092	1833.3444926249	827.6428751450	1767.0444764899	1942.9349665624	372.3991665117	314.6864293614	3217.6112225426	593.5942571074	426.0206249181	52.3772297457	1630.8297328227	1612.0959581966	972.5536308040	3643.8172612786	386.3857048498	1074.3733940201	1312.0078162055	1989.6526201556	2044.5739946054	1732.0510159802	701.8626097982	949.9555283930	667.4497023462	891.2791224121	1338.4149669788	3387.4192744401	1631.0769964783	1766.4829209748	1411.1889280514	397.6075403803	1103.3837012734	2227.7594575848	591.8038843464	3047.9815915556	1037.3250974931	683.3223468744	71.3628138996
PWY-7000: kanamycin biosynthesis	88.5423726994	0	0	536.5595143793	0	0	0	0	0	0	15.7043023031	278.1643403675	0	0	0	110.1971567563	460.5493427716	195.0611333607	0	49.4344689420	0	0	54.4043822647	182.4549040619	0	0	0	0	0	0	0	0	73.3033811761	0	17.1581422106	0	1416.6222388851	0	48.5463319522	0
PWY-7003: glycerol degradation to butanol	14781.9251886282	17698.6145456037	19497.2002487140	19886.8225967260	9259.6896735018	19140.1756406486	10961.8916298198	6331.5256651441	7581.4664865884	13882.1458867446	8249.2170505486	5782.9463237338	21278.3669848094	7887.8592459747	10969.0778748299	11393.2061539908	15081.0633471433	11624.5324950234	8689.0806150512	6233.9971606675	11659.2135203108	13406.9051867212	6714.1136777067	9945.0254473962	6989.6274081150	8289.5405121793	8828.8287860766	15813.7387691054	10954.0448232959	9157.9100091157	8104.2264326745	11077.4234567603	7106.7042762041	8161.7300665317	10362.6009054365	9691.6476637583	18760.2724672788	19870.2472957529	10062.4658640809	19407.8138003662
PWY-7009: 2,2'-dihydroxybiphenyl degradation	0	0	0	0	15.7052779643	11.1696736028	0	0	0	0	8.8027894914	10.8411089287	18.2005991487	0	0	0	18.5179861951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7786118195	0
PWY-7013: (S)-propane-1,2-diol degradation	3738.8150653324	3682.8133512311	2938.7245681376	4558.6413517012	2037.3772777999	7603.5310717927	2091.5653915158	1752.0909364053	1585.1809900638	3059.9699475728	1460.5714874769	2374.6272163383	498.4379551680	6967.2149331976	3970.6553141426	2014.6988544475	3833.5333506025	2322.0804290582	1308.6909064122	1788.5549220084	3139.5882633158	9456.4645065673	4383.2971491113	2199.4820191943	3972.2760839683	1452.7936182997	1681.1442285893	6798.0266594833	3594.5342527588	1347.8361818566	5423.2905526441	2110.6299583370	2391.7269705487	1781.6469847058	4689.0435554705	1260.1739998954	8396.2282907387	5523.5700390514	2309.6335817723	1208.8329910856
PWY-702: L-methionine biosynthesis II	17198.0452718440	20396.1851168291	22704.4876469416	25142.0086558940	10651.9542636111	21351.0589570635	14982.4283947006	17892.8285024598	11297.2479115132	10853.4032638955	9392.0608890418	11156.5668804219	22143.9791316323	28282.9432604114	15284.1252372700	14763.9143466246	15812.9761616256	11677.2625156229	13962.2689485293	6463.8310751602	25050.6714874326	13103.2870971793	12311.4017949089	13989.4057179785	16386.5253290453	7896.0520424251	8998.9414874419	20516.5818126074	14710.1186734337	9086.0002002865	18141.9345613365	10336.5936937770	9450.3193471718	10161.1308267369	21145.2634494991	12241.2924239011	30884.5224325212	18964.9377074893	17667.9599190431	35522.1533831630
PWY-7031: protein N-glycosylation (bacterial)	121.6070763202	1164.8697213365	129.2095776141	312.6430439134	565.2355196110	67.9423896521	122.9057180734	0	484.8811174549	22.3996357062	139.3370465893	37.2377848813	0	0	51.1675744692	0	51.8883346234	0	70.9240770506	149.3894768883	0	0	172.7450379900	80.1550747660	302.1043894522	50.5156488893	29.7874484008	830.0131066368	200.7185739552	1009.3711870335	48.8965574153	217.1837411085	336.4129385624	260.9976193344	34.4984881220	32.1054044973	14.2293982019	275.2333046905	182.9723234151	135.6949303466
PWY-7039: phosphatidate metabolism, as a signaling molecule	331.0105284656	93.5109737207	279.5028469059	430.1076993011	282.3839407393	1145.0749608969	0	19.7879870026	64.7932895572	33.9941180583	269.3760670264	164.9069020747	16.8082537653	29.2979122398	66.2185070793	87.1733913467	59.7227138046	86.1497443870	33.0185941061	108.1216881170	163.2523163503	930.9961653869	7.2267453406	252.1352964372	210.3617825007	186.0544756031	36.1615178299	1815.4454184467	352.3358675041	0	0	38.1549260195	36.2120445200	56.7776874814	49.3023964248	26.9478109563	53.2598103020	1102.1387105136	568.8565591702	25.1049955054
PWY-7052: cyanophycin metabolism	0	0	0	0	0	0	0	0	0	0	0	38.9165339896	21.2432599123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.0365649935	0	21.6092882109	0	0	0
PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	234.8270455892	810.0287079645	126.3540523062	431.1741969757	79.9082974466	120.3636026129	72.2583412144	103.5319365919	563.6555530329	17.6569253629	311.6555815000	468.6287557292	149.7430708414	92.4556096029	81.3842171774	12.7878508921	343.4097529508	140.7461251212	197.5239576609	936.8014581374	0	44.4091306491	101.7454844720	62.6008988399	2593.1012883964	481.4981743844	442.0215084430	3100.3733611292	0	35.5753065862	75.0013540453	367.2056727382	343.3550280104	927.4181779972	0	328.1932684532	13.6878243682	1340.8645827656	1059.0540388608	0
PWY-7094: fatty acid salvage	2165.7827811696	3900.8422240490	2008.8844133790	5390.5928911427	4256.5557446108	9324.3404497859	1411.0965687542	1891.4392379907	1703.8010769609	2322.6365386689	2024.2780601889	1633.1477230654	15750.0455531903	2162.8045164876	3944.9825803205	1241.4922967308	3987.6085702166	1162.4913036157	1246.8181873045	1692.6791773604	1589.1050618374	4705.5993140853	2454.7818083273	1694.6928246020	2499.7888011342	1733.1705471240	2830.4623578627	8283.0330271358	3678.5818334350	3071.6215126858	1417.7423818177	1404.7160675812	2014.4286579833	2221.2518829384	2556.7366283247	2380.0064182792	6989.7257325578	6449.2988493042	4385.8781890796	1942.5845130692
