Pathway	KO	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
PI3K-Akt signaling pathway [PATH:ko04151]	K02991K04079K01596	20.3154592127	17.0317283802	50.171940251	12.8035818912	28.5303226704	19.3754929445	15.6702028235	22.7466549034	28.9596582077	23.6669523825	17.558620627	6.9197120768	24.248142259399998	1.5286909396	6.6831086299999996	16.2028888688	20.6346259066	13.9265007446	19.5847009858	22.1108130251	8.5849785659	1.9660984665	30.9330561308	22.3477890699	25.656964873	16.7267743434	40.6920758164	25.2145922124	1.7033519642	16.8328985811	13.8159315518	15.853095234700001	46.211321228500005	19.5568384853	29.9551842071	31.1483426253	15.15483466	13.8951946941	17.5120437697	5.5251475947
PPAR signaling pathway [PATH:ko03320]	K01641K00029K01897K00232K00249K01596K00864	91.0782001426	120.6608761006	77.299172165	153.3167320933	210.22315734210002	139.1404196413	102.7096981178	140.4904273906	197.9330134525	147.461704794	156.6165926542	183.1204944665	399.2375047608	50.7195884542	153.94915975330002	170.3835234412	123.9219068395	139.3718042392	131.63969001779998	171.0528813399	119.29935813969999	200.7846835511	136.3091239519	125.3207016003	176.4199267797	177.6370252938	202.8720407866	160.6559565901	87.8807487893	138.2969055768	171.86421300220002	69.2127660191	178.7647078552	127.3371690513	129.2822289829	130.7027227003	170.7325582295	181.9176499436	139.2577569097	121.20633267000001
Pancreatic secretion [PATH:ko04972]	K01176	21.2464001537	18.8375629689	26.7245392941	25.0235547271	37.3637625043	14.8333939805	60.6832709519	8.1802125945	18.1506181017	30.104043754000003	29.0562135868	6.9326223037	175.708980586	0.1500885746	36.5481215328	31.7627165181	18.2629602296	64.0289231523	33.5234329113	5.621670512	64.33628775950001	145.2803041074	16.2133143832	20.4537893429	18.1496455703	27.5491595439	36.8456276018	23.8691769408	15.5210465282	18.9111403502	11.4299723046	19.9825110693	16.1866357692	36.2131388283	7.2660821076	23.5668574781	19.7703027698	44.3702147463	7.6288229315	1.3725333663
Pantothenate and CoA biosynthesis [PATH:ko00770]	K01652K01653K11258K00053K01687K00606K00077K01918K00867K09680K03525K21977K01598K13038K04765K00954K00859K09735K00997K06133K08682K00826K17722K17723K01464K01579K18933K00128	526.5654510461	646.7451142329	605.4833123139	892.6333249874	1092.04509798	921.103827123	735.1636197541	1262.6278574307	949.8353828091	752.1254440711	968.7221822359	804.8983331141	2831.5319213392	1191.3026845408	1050.7306906307	870.3560688925	715.337115661	733.228110794	1017.0977235002	644.208919274	1204.5522127219	1276.757626518	736.2541068875	766.2081833991	958.0840557803	802.1997048642	899.0630330942	1159.0906062871	902.0374175264	717.4774270468	963.5066961823	522.9874199453	877.6304973785	871.9611564094	817.4296825039	731.6651606119	1199.4311378814	919.4504981132	711.6897584752	1150.3090995404
Parkinson disease [PATH:ko05012]	K02927K03237K03878K03881K03882K03884K03955K00411K00412K02262K02256K02261K02132K08738K03671	26.6178763047	95.48372275310001	13.0291772364	57.6078089158	81.0844030878	95.1366598252	16.9485981268	127.00607049839999	36.9809050327	21.6198455574	84.5343159285	80.3278307029	208.6613754424	21.7651811782	49.5795491804	9.1081325481	65.4062057039	22.1690240018	69.40032840010001	51.089189265	19.657769842	44.3522409365	19.1614867507	24.5256594446	20.0976212556	48.0490618608	68.1480659005	92.5860789345	83.3312811944	37.7555301286	73.8730576714	33.5350868313	74.20545220940001	41.7635000998	16.9284787302	26.7468152296	85.42825894239999	76.3143998825	61.813630981	24.3300597473
Pathogenic Escherichia coli infection [PATH:ko05130]	K11006K00134K08738K03221	23.0732491809	39.887175894	32.1696374434	49.2900940626	64.3103311184	56.1024280707	18.9761302457	86.50986963620001	71.7483139168	17.701483646	77.9618612022	66.135076255	192.703512614	113.1228244045	56.6450710794	41.8313308334	47.812024156	26.1459262756	43.9314536116	37.6867349045	96.5064356265	29.4700381649	38.743363484	36.1187304966	59.2171931716	73.8937206082	48.6485853204	72.927742088	46.9468661779	29.9174983127	54.33592477090001	23.708477414	52.4717553498	46.2443403767	52.8312098271	32.6773179167	79.2529861498	56.9584691706	62.3304495707	69.0093343936
Pathways in cancer [PATH:ko05200]	K08738K00355K00799K01679K04079	15.4191135475	20.841852984299997	55.520035802600006	37.9518453615	76.7676193456	41.1156695434	4.0979859796	24.1729048855	35.5406447078	26.5393381419	27.751252600100003	22.1137306407	326.9633538353	2.4604758728	18.8273877317	30.100124946999998	21.983176137100003	25.043076891300004	24.0800432773	34.9792125244	16.3060276375	40.986578473899996	16.7360822937	30.3438820228	34.7784211858	23.742472050000003	48.909515806499996	48.729227280799996	31.3376290746	17.2308468391	22.1427756043	16.7221912934	39.9220183564	21.509791493199998	52.760906135999996	38.5718866571	54.8134298243	29.368549403499998	28.189307970599998	36.256996945
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	K04565K13525K02927K03237K03878K03881K03882K03884K03955K00411K00412K02262K02256K02261K02132K08738K00432K03781	7.0565199211000005	59.1268637882	4.8922789568	25.2140477323	46.8011256126	31.0696833819	2.8686852898	13.482323427899999	4.8560924148	4.9001834765000005	21.8773860019	25.043602811600003	228.4315634586	16.9275453068	25.603630277	13.6193659276	17.449361794	16.5186922081	6.7112979676	17.5106352774	5.9236295852	44.2214718342	24.3041093306	11.4903807255	53.780189459599995	15.8942527552	17.3693151159	24.8156466126	20.689192955	15.8791198931	11.2521148645	4.7143499142	12.3439822671	4.657640018	33.8496889196	13.725996819999999	39.8729888701	25.9694213709	26.8871062051	7.634538860300001
Penicillin and cephalosporin biosynthesis [PATH:ko00311]	K01060K17836	9.2569773368	13.328486804899999	0.7044910151	40.4204745383	1.1242731034	2.0115899966	12.2537597391	0.7036946166	0.8052931877999999	0.1186203811	8.180299295600001	37.736114736199994	2.1017068636	0.3048898429	25.2791755885	18.1048918738	3.4712702664000004	24.1279290178	0.0549815058	14.9950065259	0.197980014	0.0	19.786801352999998	7.6780763505	2.1773370869	16.3887854018	5.3197095187	1.8007949787000002	0.4631409936	0.7223972350000001	24.9013934166	1.9275434735	5.9165631158	0.4486022565	45.4910252515	18.421019849	23.89003285	1.232489189	10.582463482500001	0.5832219802999998
Pentose and glucuronate interconversions [PATH:ko00040]	K01051K01728K22994K01730K01815K00065K22933K01812K00041K01685K16849K16850K01686K08323K08322K00040K21619K01195K00012K00963K00002K08092K00880K03078K03079K03077K01783K01804K00853K00854K01805K00848K01629K00007K09988K05351K00008K14274K22396K22397K13877K05352K21681K21030	236.3679476621	293.8452632785	397.2655094043	492.2490719142	868.4403992414	631.0861244739	230.68364208469998	743.9546429231	548.4397179614	340.9728957892	635.4361649555	471.0709010993	2716.6608670128	803.9874784018	443.4531897006	428.8027195384	451.5811730176	253.2051409806	403.5857821271	351.4118167717	683.9032666356	460.8208852665	340.5935484709	373.6341735543	476.2960176673	484.11627542680003	563.3488382641	854.2361271863	527.681284571	390.97383506799997	484.7843503252	299.8058477579	533.6687756201	491.83267743749997	460.65627900740003	424.8498182367	842.5176894781999	559.2131045806	517.8285339441	622.1723723401001
Pentose phosphate pathway [PATH:ko00030]	K01810K06859K15916K00036K01057K07404K00033K01783K00615K00616K01807K01808K08093K08094K01621K01619K00852K01839K01835K15778K05774K00948K01690K01625K17463K00131K00034K00117K01053K06152K00090K00851K00874K03738K11529K17465K17466K01623K11645K01624K03841K02446K04041K00850K16370K21071K00895	547.2095453477	669.7377419444	697.8359612652999	940.5154158278	1392.4382958364	1130.7724111404	727.9679843745	1431.3485145463999	1105.6789074837	665.2640750287001	1249.7138054425	998.2787693894	3646.9770842336998	1482.636638169	1118.1834404101	877.4468074989001	920.2335305438	812.1401991887	954.1706292984	777.5814746522	1473.1775513669	1450.1297769772	743.9215993409	747.4512072795	1103.4984723739	1037.4839572514	1164.8682197787	1482.6086867815	961.8299278642	822.5438011339	949.36972845	525.6913758357	1015.2578814518	1095.9631375079	960.2749399339	833.613083365	1387.6619074887	1227.7979611763	999.2781945392001	1629.8330645503
Peptidases and inhibitors [BR:ko01002]	K03101K02654K02464K02506K02278K07991K06012K01355K08566K03605K08315K06383K01372K22684K01304K01951K09473K07010K13694K21471K21473K19303K13695K00764K00265K00820K01953K05520K05523K18881K03152K01442K07284K08600K08659K07813K18015K16291K19234K19235K19236K21470K01256K01414K01284K08602K08605K01387K19959K07386K01308K07260K08641K18866K17733K01407K06972K07263K01255K07751K01267K01273K01295K01439K13049K01258K01270K01436K21613K01451K12940K12941K14665K05823K02083K21472K19304K01265K01271K01262K08326K08643K09612K19689K01299K01305K03798K01261K18530K20608K20609K06013K03799K07387K01423K01277K11749K16922K16203K02172K07261K09933K01266K04775K04771K04772K04691K08372K01347K01361K14645K17734K01322K01278K01354K07258K07262K18988K21469K07259K01358K01281K01338K04076K04770K07177K01356K03503K03100K13280K01259K03797K08676K04773K04774K05995K13282K19225K06399K01297K03432K03433K01419K13051K00681K22602K08303K03592K03568K13963K08276K06894K06910K04087K04088	1425.7358103962	1488.1007692304	1676.5956077207	2301.8681751326	3052.273650953	2117.8949918057	1722.6489289539	3197.933900253	2217.1718175715	2222.5756160147002	1914.5964626486	2032.3340414172	8652.3473749235	3293.2330406743	2053.7430719186	2249.9224897604	1467.0032583597	1937.318407335	2306.6538049349	1705.0342236779	3345.9675901109	3370.2717321694	1544.0931965982	1638.6272872727	2111.9816045774	1617.2900777747	1996.717560372	2434.8252183782	2241.6981342892	1707.0172936357	2333.5313286312	1322.5870886481	1788.6700396836	1780.0124356923	2148.4031957526	1810.3273987087	2948.0466031079	2214.0276640568	1486.5178743605	2968.4978413986
Peptidoglycan biosynthesis [PATH:ko00550]	K00790K00075K01924K01925K01928K01921K01929K00887K00806K06153K19302K01000K02563K03814K05366K05365K05367K12555K18770K05515K03587K08724K08384K21466K05364K07258K07259K21469K07260K18866K05362K07009K05363K12554K03693K00687K12556	600.4653469042	715.4237835604	911.1439398168	1157.4941345038999	1532.9291492853	1089.2098719722	804.5751557072	1651.5391126291	1297.4148836373	1053.5245135417001	1175.3598176727	1089.327266175	3090.383705429	1664.9264455198	1220.2610977881	1224.4224803576	868.1688489401	910.1915242939	1186.3172392096	808.6240455784	1731.3127817877	1371.1615980500999	751.638611423	827.8675427394	1324.6224723772	857.0889411420001	1273.4992848666	1396.9172431448	946.8555515481	1000.4353607648	1207.5020866195	611.9500630635	906.7556981146	1109.4204637227	1011.9153957094	958.0944862757	1470.002954937	1182.4418982844	768.5259068287	1459.5716902568
Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00790K00075K01924K01925K01928K05362K01921K05363K12554K01775K01776K01297K01000K02563K06153K19302K03980K05366K05365K05367K03693K12555K18770K05515K03587K00687K12556K08724K08384K21466K21467K05364K07258K07259K18988K21469K07262K03814K16291K19234K19235K19236K21470K08641K07260K18866K07261K19303K13694K19304K21471K21472K17733K21473K07284K08600K08309K08304K08305K08306K08307K08308K18691K01448K11066K03806K06078	772.1025568335	860.9684497858	1104.5437663904	1497.9249282470998	1999.0320838861	1395.4606081899	992.4748168819	2041.8135335502	1509.1185650588	1283.667496451	1391.4816718348	1340.405449949	5414.0101722402	1994.5201841678	1503.4296133873	1468.8835637135	1003.4297212522	1270.6732089033999	1470.9475226379	1007.0906603179	2265.071023914	2062.6165632714	959.0560579828	1010.7698146151	1455.5551853926	1069.2519823154	1450.8520236529	1727.1929680412	1363.3044623956	1123.8058864344	1539.2950045829	751.1678385237	1075.8170467958	1302.8568439717	1376.9274819084999	1144.4527107249	2003.5382831371	1466.5594689888	914.0886179605	1806.1049634181
Peroxisome [PATH:ko04146]	K00232K01897K03426K00803K00869K00830K00031K01640K03781K04565K04564	92.0635574379	135.1940416274	98.21318367900001	236.42867753489998	268.338500097	204.5798635826	90.6785763506	276.5478104696	199.8045062845	146.4007738683	221.9335412134	271.6539378005	838.7502348641999	136.2114515997	203.7602872036	227.7295172725	149.8054542009	163.9142740863	169.2367525986	177.702737175	198.20282108950002	232.5582672142	117.2212053441	137.88632569199999	212.0734081848	201.7319838284	217.1664868994	232.3111426924	147.3772560146	127.20978191820001	284.18513515020004	84.81232995799999	223.7091742828	159.32972506389999	187.7376745596	165.6448469412	301.2151503811	220.14794978310002	193.27023977649998	267.1160266498
Pertussis [PATH:ko05133]	K07345K07347K07326K15125K12340K07389K12973K07679K07690	12.3681017474	5.5641154605	11.360099035	43.2563094507	108.1304092818	65.9654528436	1.867193914	27.944833352099998	5.044173446	15.181560257600001	18.319722576700002	12.7498705474	552.8708967553999	0.0	4.9853208967	12.7502617461	16.1926918562	5.6239552551	3.7548955280999996	18.920409150500003	7.5699996909	105.6935507877	11.1097172376	17.7985132994	20.5103691919	22.756536251	22.491294101199998	40.4662444804	71.1027215497	4.8486260671	0.8462224309	2.0980090121	17.2929088468	10.4075460381	13.5357102625	12.2811699864	79.2213243662	41.7523711291	27.2627833064	3.4141651543
Phagosome [PATH:ko04145]	K07342	0.0	4.9169343587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phenazine biosynthesis [PATH:ko00405]	K06998K01657K01658K20257	25.4589836143	21.021865203300003	18.3067926799	37.796243266800005	40.2747329948	31.9252593745	25.574187693400003	52.142724896	32.2555935993	20.9618776755	41.7814701078	52.2671699859	155.4901231982	67.8873386532	51.4695540697	23.9174257477	26.1118698883	30.3507081768	53.8948013492	50.2411532459	84.8786514956	26.6688331318	39.7650565602	20.3404323521	47.5996408142	37.0655547001	23.8576108229	34.3053536084	61.8162490335	40.28612473	64.8862873183	19.7447306736	36.2477026993	34.3271023568	53.603159579	46.3987844735	98.6876832989	31.014405574500003	29.1648458184	70.5628188414
Phenylalanine	K01626K03856K13830K01735K13829K11646K03785K03786K00014K05358K05887K00891K00800K01736K01657K01658K00766K13497K01817K01609K13498K01695K01696K06001K04092K14187K04093K14170K04516K06209K04517K01713K04518K00812K00813K11358K00817K00832K00500	591.8694109958	682.8770719584	759.0368258321	989.1097681054	1223.5456841912	985.5104813583	797.4116696348	1490.9262928704	1133.8907654872	758.2933465492	1126.3597482457	1115.835210584	2905.8735387428	2015.5739439192	1088.1766153993	923.8826643794999	847.0399030577	797.6562991723999	1092.0876719264	814.5341129515	1824.80303026	1137.8770720736	827.4022431441999	690.5057344062	1304.5981837058	909.7969384206	1037.0698006661	1284.6264472242	856.4669590368	906.9071072616	1128.0180328669	506.6935615115	959.2242535259	1079.8572162065	1106.1207915237	879.921401221	1422.5467200703001	1069.0097590496	798.8533145337	1532.2529455636
Phenylalanine metabolism [PATH:ko00360]	K00500K00276K00146K01912K02614K02609K02610K02611K02612K02613K15866K02618K02615K01692K00074K00812K00813K11358K00817K00832K03825K00055K00457K00285K00824K13574K03782K01426K01451K10797K05708K05709K05710K00529K05712K05713K05714K02554K01666K04073	165.54713348200002	198.89461030959998	228.6505763757	326.9134995772	630.8664238248	390.3283930988	147.48741526519999	346.3598706286	212.5614667699	248.4646950748	294.5532181557	199.61450851729998	2460.4188020383	242.2436934746	204.97539898969998	171.29879929129999	223.7711442811	195.08901738350002	218.9910147066	179.4168397841	325.6978377236	521.3990715536	169.61929485070002	192.5845405689	269.7608556234	291.60508147499996	284.6599891895	336.1613721072	405.4310473834	232.06235338079998	175.7157854105	165.1864815571	235.04974315639998	245.91682295980002	279.1157865492	269.5495809376	473.4938988774	346.0865758565	244.7177705546	275.07774404220004
Phenylpropanoid biosynthesis [PATH:ko00940]	K03782K05349K05350K03186	43.843474727499995	67.0014066251	47.352009415299996	77.8268250628	205.80400448710003	100.0282494932	23.2248089309	136.6461513436	104.4025313968	128.59820189750002	68.42501274460001	73.84588948209999	289.4599290245	30.1982837218	56.837055275	58.543954715699996	123.3050854063	27.9272621452	72.6564148098	69.15743962479999	80.088945434	46.6103893897	154.7307529391	74.27936207599998	41.5388516327	93.9741335474	133.4594988002	91.4450793519	116.4866152611	101.4649198753	146.9978973798	85.226375287	95.281322487	95.8925827902	54.5537144037	108.9640117424	99.7562720482	77.01740087130001	96.22891644750001	47.2325955793
Phosphatidylinositol signaling system [PATH:ko04070]	K01092K00901K00981	54.152763950600004	58.0697232864	44.5076417556	86.1875633964	94.17860392680001	98.96381786360001	69.4011926922	102.8494405326	56.9631299713	62.46102106820001	108.2393004866	75.6614361918	386.5120525015	26.879816255499996	76.884127355	71.0607609796	71.97093198510001	96.44579452530002	92.7087538911	93.9381702164	79.07460616590001	228.44217381449997	58.250447074	55.74864447	126.7433643534	75.77394595620001	93.60235883179999	103.3410583484	74.9670109995	63.13095791520001	74.6906000899	33.6467128164	65.2460067503	82.54688635709999	56.064130339100004	63.2052344083	106.6269454834	113.09460808989999	63.9357349418	32.7156726323
Phospholipase D signaling pathway [PATH:ko04072]	K00901	26.8010364185	29.8680638102	31.2252110149	30.2342081021	33.1826319708	38.5904065768	53.3316839762	26.5493375564	18.1688540109	35.364804102600004	50.630256149	12.1778458541	107.2959388753	8.787567812499999	44.2567448425	34.424526858600004	36.5590365601	72.35970026780001	45.6695349565	19.1074219671	66.3662621869	158.599555416	18.3616493548	26.0556301436	23.3962414331	32.0875909854	47.5546597064	43.8405024507	23.2238573907	40.652642291700005	8.9064908461	16.9924688325	11.0033711123	53.6894322001	8.8044476531	38.7553529475	27.2801942846	64.2711414358	11.9880605294	8.3841207022
Phosphonate and phosphinate metabolism [PATH:ko00440]	K01841K09459K05306K03430K09994K00968K03823K06164K06166K06165K05780K06162K06163K06167K20859	51.145694861500004	37.8935003683	35.6171439891	88.5573379051	224.99542364410001	152.0298152261	27.1109046147	58.0363539286	133.063883941	133.2905977558	62.468175361	52.9919806093	885.1448517781	10.3810013426	48.039067777199996	99.51023768900001	70.63220286880001	28.2522665029	53.146985878	60.6579503537	18.8580931362	193.0760837158	82.60996090729999	74.6958691035	130.8344277612	82.55808169310001	89.8785066936	134.28776393959998	143.6119673681	57.2419219975	28.571103774100003	24.6316289564	90.5356494144	68.6868415955	43.3087299022	103.690925941	136.2478277752	82.6393953665	75.50763623830001	34.5749908814
Phosphotransferase system (PTS) [PATH:ko02060]	K08483K02784K20118K02777K02779K02804K02791K20108K02810K02757K02753K02750K02819K11192K02798K02800K11200K02786K02788K02759K02760K02761K02793K02794K02795K02796K19506K19507K19508K19509K02812K02813K02744K02745K02746K02747K10984K10985K10986K17465K17466K02781K02782K02783K02773K02774K02775K20112K20114K02821K02822K03475K11183K02770K02769K02768K00882K08484K02806	534.9223309907	292.3209154035	592.3438160834	720.2437034178	1131.6976111472	572.1324727704	276.1208788398	1249.4289452036	658.5104599504	718.9448246242999	403.3030516361	648.1488692709	3330.9487747969	866.4284730151	943.1608215051	439.0622508263	332.02402801069996	440.9408780974	590.6214340153	284.043309898	776.0590493459999	903.6599285819	306.2702734545	423.9345943504	450.565950222	281.75786400970003	329.0859590869	797.3542767931	1021.6776490327001	507.9351172566	515.714463908	433.7292978324	270.4569744794	448.1741896937	714.1019502842	326.851524772	1034.2240996462	495.2599954223	361.8412529713	898.6711634965
